Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region
SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711.0,Central
AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,98006.0,West
AH-10690,Anna Häberlin,Corporate,United States,New York City,New York,10024.0,East
ST-20530,Shui Tom,Consumer,United States,Macon,Georgia,31204.0,South
EM-13825,Elizabeth Moffitt,Corporate,United States,Dallas,Texas,75081.0,Central
MH-17455,Mark Hamilton,Consumer,United States,Jacksonville,North Carolina,28540.0,South
PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608.0,South
RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188.0,Central
RD-19930,Russell D'Ascenzo,Consumer,United States,Austin,Texas,78745.0,Central
HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653.0,Central
ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,92105.0,West
SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420.0,South
CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008.0,West
TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122.0,West
GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049.0,West
JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105.0,West
JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561.0,East
FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309.0,West
AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122.0,West
DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004.0,West
DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234.0,Central
ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East
MH-17620,Matt Hagelstein,Corporate,United States,San Diego,California,92105.0,West
DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204.0,West
JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502.0,West
JL-15235,Janet Lee,Consumer,United States,Newark,Delaware,19711.0,East
RM-19750,Roland Murray,Consumer,United States,New York City,New York,10011.0,East
JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762.0,Central
JB-16045,Julia Barnett,Home Office,United States,Chula Vista,California,91911.0,West
DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004.0,West
KL-16555,Kelly Lampkin,Corporate,United States,Greensboro,North Carolina,27405.0,South
JG-15805,John Grady,Corporate,United States,Dallas,Texas,75217.0,Central
KE-16420,Katrina Edelman,Corporate,United States,Bristol,Tennessee,37620.0,South
NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701.0,East
DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918.0,South
SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076.0,South
SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,71854.0,South
DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207.0,Central
SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520.0,Central
VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East
AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581.0,Central
KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320.0,South
MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205.0,Central
DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024.0,East
FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105.0,West
CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045.0,West
MS-17770,Maxwell Schwartz,Consumer,United States,Lancaster,Pennsylvania,17602.0,East
DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142.0,Central
JM-15655,Jim Mitchum,Corporate,United States,Lorain,Ohio,44052.0,East
CS-11845,Cari Sayre,Corporate,United States,Houston,Texas,77070.0,Central
NP-18685,Nora Pelletier,Home Office,United States,Indianapolis,Indiana,46203.0,Central
LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,95823.0,West
TB-21175,Thomas Boland,Corporate,United States,New York City,New York,10035.0,East
MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011.0,East
NC-18625,Noah Childs,Corporate,United States,Houston,Texas,77095.0,Central
MM-17920,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East
LP-17080,Liz Pelletier,Consumer,United States,Seattle,Washington,98103.0,West
PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,90036.0,West
CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East
SW-20245,Scot Wooten,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203.0,South
RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203.0,South
BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,94109.0,West
JK-15730,Joe Kamberova,Consumer,United States,Houston,Texas,77036.0,Central
CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035.0,East
MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024.0,East
PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475.0,South
NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110.0,West
SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103.0,West
LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220.0,Central
ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153.0,South
SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824.0,East
KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504.0,West
MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,California,95610.0,West
WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West
DC-13285,Debra Catini,Consumer,United States,Richmond,Virginia,23223.0,South
JC-15775,John Castell,Consumer,United States,New York City,New York,10011.0,East
PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,33012.0,South
SS-20875,Sung Shariari,Consumer,United States,Redmond,Washington,98052.0,West
AG-10330,Alex Grayson,Consumer,United States,Stockton,California,95207.0,West
RO-19780,Rose O'Brian,Consumer,United States,Clarksville,Tennessee,37042.0,South
RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505.0,Central
MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,46226.0,Central
JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East
MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
SN-20710,Steve Nguyen,Home Office,United States,Los Angeles,California,90004.0,West
SC-20095,Sanjit Chand,Consumer,United States,Margate,Florida,33063.0,South
CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653.0,Central
AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109.0,West
CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036.0,Central
GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,77070.0,Central
RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024.0,East
TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336.0,West
VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115.0,West
HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049.0,West
JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West
Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West
AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110.0,West
KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032.0,Central
DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central
MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604.0,South
NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505.0,Central
LH-16900,Lena Hernandez,Consumer,United States,San Francisco,California,94110.0,West
JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901.0,Central
TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110.0,West
DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207.0,West
SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024.0,South
CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540.0,South
MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215.0,East
TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004.0,West
JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475.0,South
MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,94110.0,West
FH-14350,Fred Harton,Consumer,United States,Dublin,Ohio,43017.0,East
KN-16390,Katherine Nockton,Corporate,United States,Columbus,Ohio,43229.0,East
SL-20155,Sara Luxemburg,Home Office,United States,Durham,North Carolina,27707.0,South
MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070.0,Central
BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877.0,East
KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009.0,East
JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115.0,West
AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West
AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024.0,East
CV-12295,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653.0,Central
SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.0,West
TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805.0,East
AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217.0,Central
TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,40324.0,South
JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,28110.0,South
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94109.0,West
KW-16570,Kelly Williams,Consumer,United States,Kirkwood,Missouri,63122.0,Central
FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001.0,West
CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205.0,Central
EJ-14155,Eva Jacobs,Consumer,United States,Seattle,Washington,98105.0,West
DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77041.0,Central
DL-12865,Dan Lawera,Consumer,United States,Greensboro,North Carolina,27405.0,South
TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712.0,West
LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049.0,West
NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,48237.0,Central
NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East
DM-13525,Don Miller,Corporate,United States,Houston,Texas,77070.0,Central
PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710.0,South
EH-14185,Evan Henry,Consumer,United States,New York City,New York,10035.0,East
TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East
CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,California,95051.0,West
TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,Texas,75104.0,Central
JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104.0,Central
CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,72209.0,South
JW-15220,Jane Waco,Corporate,United States,Montgomery,Alabama,36116.0,South
EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229.0,East
PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,20735.0,East
BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011.0,East
SU-20665,Stephanie Ulpright,Home Office,United States,Ann Arbor,Michigan,48104.0,Central
SC-20050,Sample Company A,Home Office,United States,La Mesa,California,91941.0,West
AT-10435,Alyssa Tate,Home Office,United States,Meriden,Connecticut,6450.0,East
AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304.0,South
MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10009.0,East
TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201.0,West
PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109.0,West
HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035.0,East
LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475.0,South
FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561.0,East
AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070.0,Central
LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021.0,East
KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109.0,West
AR-10510,Andrew Roberts,Consumer,United States,Columbus,Ohio,43229.0,East
CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209.0,South
BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920.0,East
PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049.0,West
GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226.0,West
RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East
RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103.0,West
AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.0,West
BD-11635,Brian Derr,Consumer,United States,Columbus,Ohio,43229.0,East
AH-10585,Angele Hood,Consumer,United States,Miami,Florida,33142.0,South
TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635.0,West
CP-12340,Christine Phan,Corporate,United States,Miami,Florida,33142.0,South
KN-16705,Kristina Nunn,Home Office,United States,New York City,New York,10009.0,East
SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036.0,West
GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049.0,West
AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,60016.0,Central
MG-17650,Matthew Grinstein,Home Office,United States,Marion,Ohio,43302.0,East
JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105.0,West
JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,74133.0,Central
RM-19675,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138.0,East
BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601.0,West
ME-17725,Max Engle,Consumer,United States,Salem,Virginia,24153.0,South
SB-20170,Sarah Bern,Consumer,United States,Chicago,Illinois,60623.0,Central
AI-10855,Arianne Irving,Consumer,United States,New York City,New York,10035.0,East
TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405.0,West
RB-19795,Ross Baird,Home Office,United States,Midland,Michigan,48640.0,Central
BF-11275,Beth Fritzler,Corporate,United States,Miami,Florida,33178.0,South
DS-13030,Darrin Sayre,Home Office,United States,New York City,New York,10009.0,East
AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East
DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153.0,South
SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009.0,East
SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East
FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West
JH-16180,Justin Hirsh,Consumer,United States,New York City,New York,10035.0,East
EB-13750,Edward Becker,Corporate,United States,Buffalo,New York,14215.0,East
EJ-13720,Ed Jacobs,Consumer,United States,Los Angeles,California,90008.0,West
SV-20815,Stuart Van,Corporate,United States,Indianapolis,Indiana,46203.0,Central
VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109.0,West
PO-18865,Patrick O'Donnell,Consumer,United States,Indianapolis,Indiana,46203.0,Central
DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841.0,East
TW-21025,Tamara Willingham,Home Office,United States,Charlottesville,Virginia,22901.0,South
TB-21055,Ted Butterfield,Consumer,United States,Meriden,Connecticut,6450.0,East
DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90008.0,West
RP-19855,Roy Phan,Corporate,United States,Houston,Texas,77095.0,Central
VM-21835,Vivian Mathis,Consumer,United States,Nashua,New Hampshire,3060.0,East
MF-17665,Maureen Fritzler,Corporate,United States,Miami,Florida,33180.0,South
BG-11035,Barry Gonzalez,Consumer,United States,Greensboro,North Carolina,27405.0,South
CW-11905,Carl Weiss,Home Office,United States,Los Angeles,California,90004.0,West
PT-19090,Pete Takahito,Consumer,United States,San Antonio,Texas,78207.0,Central
CC-12610,Corey Catlett,Corporate,United States,Durham,North Carolina,27707.0,South
CS-12505,Cindy Stewart,Consumer,United States,Los Angeles,California,90036.0,West
JS-15595,Jill Stevenson,Corporate,United States,Chicago,Illinois,60653.0,Central
BN-11470,Brad Norvell,Corporate,United States,Brentwood,California,94513.0,West
EM-13960,Eric Murdock,Consumer,United States,San Francisco,California,94109.0,West
TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,60653.0,Central
HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008.0,West
TB-21190,Thomas Brumley,Home Office,United States,Riverside,California,92503.0,West
JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227.0,Central
GA-14515,George Ashbrook,Consumer,United States,Los Angeles,California,90004.0,West
CD-11980,Carol Darley,Consumer,United States,New York City,New York,10011.0,East
SG-20890,Susan Gilcrest,Corporate,United States,Amarillo,Texas,79109.0,Central
MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East
JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012.0,South
CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109.0,West
EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115.0,West
MC-18100,Mick Crebagga,Consumer,United States,Chicago,Illinois,60623.0,Central
GB-14575,Giulietta Baptist,Consumer,United States,New York City,New York,10011.0,East
AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095.0,Central
DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437.0,South
LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123.0,West
SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095.0,Central
TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604.0,South
DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049.0,West
JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615.0,East
LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,92646.0,West
SW-20755,Steven Ward,Corporate,United States,Seattle,Washington,98115.0,West
CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,90036.0,West
VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340.0,Central
TS-21655,Trudy Schmidt,Consumer,United States,Rancho Cucamonga,California,91730.0,West
JG-15115,Jack Garza,Consumer,United States,Charlotte,North Carolina,28205.0,South
JB-15925,Joni Blumstein,Consumer,United States,Los Angeles,California,90032.0,West
PB-19105,Peter Bühler,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
BG-11695,Brooke Gillingham,Corporate,United States,New York City,New York,10009.0,East
TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503.0,West
BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East
MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049.0,West
CR-12580,Clay Rozendal,Home Office,United States,San Diego,California,92037.0,West
BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105.0,West
NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116.0,Central
LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609.0,East
JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,77340.0,Central
JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903.0,Central
AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037.0,West
SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852.0,East
DM-12955,Dario Medina,Corporate,United States,Nashville,Tennessee,37211.0,South
SF-20065,Sandra Flanagan,Consumer,United States,Everett,Massachusetts,2149.0,East
PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,1810.0,East
BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East
LR-17035,Lisa Ryan,Corporate,United States,Santa Clara,California,95051.0,West
MR-17545,Mathew Reese,Home Office,United States,Houston,Texas,77095.0,Central
SR-20425,Sharelle Roach,Home Office,United States,Springfield,Ohio,45503.0,East
HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711.0,East
TH-21100,Thea Hendricks,Consumer,United States,Salem,Virginia,24153.0,South
JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423.0,Central
SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204.0,South
DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045.0,West
EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034.0,Central
HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East
DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550.0,East
MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025.0,West
CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207.0,Central
BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035.0,East
BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90004.0,West
HG-14965,Henry Goldwyn,Corporate,United States,Colorado Springs,Colorado,80906.0,West
NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502.0,West
PW-19240,Pierre Wener,Consumer,United States,San Francisco,California,94110.0,West
CS-12175,Charles Sheldon,Corporate,United States,Chattanooga,Tennessee,37421.0,South
AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226.0,Central
CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070.0,Central
KT-16480,Kean Thornton,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East
LC-16960,Lindsay Castell,Home Office,United States,San Diego,California,92037.0,West
NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,97206.0,West
LW-17125,Liz Willingham,Consumer,United States,Virginia Beach,Virginia,23464.0,South
ED-13885,Emily Ducich,Home Office,United States,New York City,New York,10011.0,East
EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710.0,South
FW-14395,Fred Wasserman,Corporate,United States,New York City,New York,10011.0,East
KM-16660,Khloe Miller,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
MG-17695,Maureen Gnade,Consumer,United States,Chicago,Illinois,60610.0,Central
JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683.0,West
KD-16615,Ken Dana,Corporate,United States,Los Angeles,California,90008.0,West
SC-20305,Sean Christensen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East
SM-20005,Sally Matthias,Consumer,United States,Houston,Texas,77041.0,Central
MO-17800,Meg O'Connel,Home Office,United States,Spokane,Washington,99207.0,West
CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024.0,East
HG-14845,Harry Greene,Consumer,United States,Dallas,Texas,75220.0,Central
NF-18385,Natalie Fritzler,Consumer,United States,Wheeling,West Virginia,26003.0,East
CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,94110.0,West
EC-14050,Erin Creighton,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central
MM-18055,Michelle Moray,Consumer,United States,San Francisco,California,94110.0,West
PB-18805,Patrick Bzostek,Home Office,United States,Seattle,Washington,98115.0,West
RP-19270,Rachel Payne,Corporate,United States,Houston,Texas,77095.0,Central
SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055.0,East
RS-19870,Roy Skaria,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East
BF-11080,Bart Folk,Consumer,United States,New York City,New York,10024.0,East
KH-16690,Kristen Hastings,Corporate,United States,Riverside,California,92503.0,West
GM-14500,Gene McClure,Consumer,United States,Bakersfield,California,93309.0,West
BT-11485,Brad Thomas,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East
LD-17005,Lisa DeCherney,Consumer,United States,San Francisco,California,94122.0,West
TB-21250,Tim Brockman,Consumer,United States,Bloomington,Illinois,61701.0,Central
